"gene.name","Oligodendro","Microglia","aNSC_NPC","Astrocyte_qNSC","Neuroblast","Endothelial"
"Paics",0,0,0,0,0,0
"Srp72",0,0,0,0,0,0
"Arl9",0,0,0,0,0,0
"1700112J05Rik",0,0,0,0,0,0
"Thegl",0,0,0,0,0,0
"Hopx",0.226246780144497,0,0,0,-0.154213924871367,0
"Hopxos",0,0,0,0,0,0
"Gm15831",0,0,0,0,0,0
"Chaer1",0,0,0,0,0,0
"Spink2",0,0,0,0,0,0
"Rest",0,0,0.0211911673720834,0,0,0
"Noa1",0,0,0,0,0,0
"Polr2b",0,0,0,0,0,0
"Igfbp7",0,0,0,0,0,0
"Gm34648",0,0,0,0,0,0
"Gm34728",0,0,0,0,0,0
"1700017L05Rik",0,0,0,0,0,0
"Gm42761",0,0,0,0,0,0
"Adgrl3",0,0,0,0.0294397724000153,0,-1.19841289423339
"Gm16054",0,0,0,0,0,0
"1700031L13Rik",0,0,0,0,0,0
"Tecrl",0,0,0,0,0,0
"Epha5",-0.0204147538024896,0,0,0,0,0
"Gm43532",0,0,0,0,0,0
"Gm43567",0,0,0,0,0,0
"Cenpc1",0,0.0106506031357935,0,-0.0044229042668573,-0.0142879268930353,0
"Stap1",0.00107275968539118,0,0,0,0,0
"Uba6",0,0,0,0,0,0
"Gnrhr",0,0,0,0,0,0
"Tmprss11c",0,0,0,0,0,0
"Tmprss11d",0,0,0,0,0,0
"Tmprss11a",0,0,0,0,0,0
"Tmprss11g",0,0,0,0,0,0
"Tmprss11f",0,0,0,0,0,0
"Tmprss11b",0,0,0,0,0,0
"Gm43056",0,0,0,0,0,0
"Tmprss11e",0,0,0,0,0,0
"Gm16579",0,0,0,0,0,0
"Gm43055",0,0,0,0,0,0
"Gm43057",0,0,0,0,0,0
"Ythdc1",0,-0.0186646181741249,0,-0.00290066171610381,0,0
"Ugt2b34",0,0,0,0,0,0
"Ugt2b1",0,0,0,0,0,0
"Ugt2b35",0,0,0,0,0,0
"Ugt2b36",0,0,0,0,0,0
"Ugt2b5",0,0,0,0,0,0
"Ugt2b37",0,0,0,0,0,0
"Ugt2a3",0,0,0,0,0,0
"Ugt2b38",0,0,0,0,0,0
"Ugt2a2",0,0,0,0,0,0
"Ugt2a1",0,0,0,0,0,0
"Gm43638",0,0,0,0,0,0
"Sult1b1",0,0,0,0,0,0
"Sult1d1",0,0,0,0,0,0
"Sult1e1",0,0,0,0,0,0
"Csn1s1",0,0,0,0,0,0
"Csn2",0,0,0,0,0,0
"Csn1s2a",0,0,0,0,0,0
"Csn1s2b",0,0,0,0,0,0
"Prr27",0,0,0,0,0,0
"Gm42794",0,0,0,0,0,0
"Odam",0,0,0,0,0,0
"1700066N21Rik",0,0,0,0,0,0
"BC037156",0,0,0,0,0,0
"Csn3",0,0,0,0,0,0
"BC051076",0,0,0,0,0,0
"2310003L06Rik",0,0,0,0,0,0
"Gm28434",0,0,0,0,0,0
"Cabs1",0,0,0,0,0,0
"Smr3a",0,0,0,0,0,0
"Smr2",0,0,0,0,0,0
"Gm11116",0,0,0,0,0,0
"Gm11115",0,0,0,0,0,0
"Gm7714",0,0,0,0,0,0
"Prol1",0,0,0,0,0,0
"Amtn",0,0,0,0,0,0
"Ambn",0,0,0,0,0,0
"Enam",0,0,0,0,0,0
"Jchain",0,0,0,0,0,0
"Utp3",0,-0.0187397698284119,0,0,0,0
"Rufy3",0,-0.00179209596837331,0,0,0,0
"Grsf1",0,0,0,0,0,0
"Mob1b",0,0,0,0,0,0
"Dck",0,0,0,0,0,0
"Gm42912",0,0,0,0,0,0
"Slc4a4",0,0,-0.131572385490875,-0.060781430735697,0,0
"Gc",0,0,0,0,0,0
"Npffr2",0,0,0,0,0,0
"Adamts3",0,0,0,0,0,0
"Cox18",0,0,0,0,0,0
"Ankrd17",0,0,0,0,0,0
"Gm9958",0,0,0,0,0,0
"Alb",0,0,0,0,0,0
"Afp",0,0,0,0,0,0
"Gm43449",0,0,0,0,0,0
"Afm",0,0,0,0,0,0
"5830473C10Rik",0,0,0,0,0,0
"Rassf6",0,0,0,0,0,0
"Cxcl5",0,0,0,0,0,0
"Ppbp",0,-0.127758815940501,0,0,0,0
"Pf4",0,0,0,0,0,0
"Cxcl3",0,0,0,0,0,0
"Cxcl15",0,0,0,0,0,0
"Gm43086",0,0,0,0,0,0
"Cxcl1",0,0,0,0,0,0
"Cxcl2",0,0,0,0,0,0
"Gm42530",0,0,0,0,0,0
"Mthfd2l",0,0,0,0,0,0
"Epgn",0,0,0,0,0,0
"Gm19610",0,0,0,0,0,0
"Ereg",0,0,0,0,0,0
"Areg",0,0,0,0,0,0
"Gm19619",0,0,0,0,0,0
"Btc",0,0,0,0,0,0
"Parm1",0,0,0,0,0,0
"Gm28271",0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0
"Gm43688",0,0,0,0,0,0
"Rchy1",0,0,0,0,0,0
"Odaph",0,0,0,0,0,0
"Cdkl2",0,0,0,0,0,0
"Gm26582",0,0,0,0,0,0
"G3bp2",0,0,0,0,-0.139902085143215,0
"Uso1",0,0,0,0,0,0
"U90926",0,0,0,0,0,0
"Ppef2",0,0,0,0,0,0
"Naaa",0.00030492075845874,0,0,0,-0.0294646861838553,0
"Sdad1",0,0,0,0,0,0.00639640434733319
"Gm43599",0,0,0,0,0,0
"Cxcl9",0,-0.0253820032084956,0,0,0,0
"Art3",0,0,0,0,0,0
"Cxcl10",0,0,0,0,0,0
"Nup54",-0.00145846906664009,0,0,0,0,0
"Scarb2",0,0,0,0,0,0
"Fam47e",0,0,0,0,0,0
"Stbd1",0,0,0,0,0,0
"Ccdc158",0,0,0,0,0,0
"Shroom3",-0.00309281623694441,0,0,0,0,0
"4932430I15Rik",0,0,0,0,0,0
"Sowahb",0,0,0,0,0,0
"Sept11",0,0,0,0,0.00535218268018929,-0.024627158537373
"Ccni",0,0.00398009001759618,0,0,0,0
"2010109A12Rik",-0.00374924030069559,0,0,-0.0179078233341611,0,0
"Ccng2",0,0,0,0,0,0
"Gm16427",0,0,0,0,0,0
"C87414",0,0,0,0,0,0
"Gm7792",0,0,0,0,0,0
"Gm16429",0,0,0,0,0,0
"BC061212",0,0,0,0,0,0
"Gm6351",0,0,0,0,0,0
"Gm3106",0,0,0,0,0,0
"A430089I19Rik",0,0,0,0,0,0
"Gm6502",0,0,0,0,0,0
"AA792892",0,0,0,0,0,0
"Gm7682",0,0,0,0,0,0
"Gm3139",0,0,0,0,0,0
"Gm3147",0,0,0,0,0,0
"Gm6509",0,0,0,0,0,0
"Gm6205",0,0,0,0,0,0
"Gm3183",0,0,0,0,0,0
"Gm6367",0,0,0,0,0,0
"Gm7942",0,0,0,0,0,0
"Gm16513",0,0,0,0,0,0
"Gm10424",0,0,0,0,0,0
"Gm3259",0,0,0,0,0,0
"D5Ertd577e",0,0,0,0,0,0
"Gm3286",0,0,0,0,0,0
"Gm7971",0,0,0,0,0,0
"Gm7978",0,0,0,0,0,0
"Gm7982",0,0,0,0,0,0
"E330014E10Rik",0,0,0,0,0,0
"Cxcl13",0,0,0,0,0,0
"Cnot6l",0,0,0,0,0,-0.00375347426982625
"Mrpl1",0,0,0,0,0,0
"Fras1",0,0,0,0,0,0
"Gm33050",0,0,0,0,0,0
"Gm42604",0,0,0,0,0,0
"Anxa3",0,0,-0.106382854921989,0,0,0
"1700016F12Rik",0,0,0,0,0,0
"Gm42601",0,0,0,0,0,0
"Gm33370",0,0,0,0,0,0
"Gm8013",0,0,0,-0.0262084658823271,0,0
"Gm9484",0,0,0,0,0,0
"Bmp2k",0,0,0,0,0,0
"Paqr3",0,0,0,0.0104761205883576,0,0
"Gm33609",0,0,0,0,0,0
"Gm2861",0,0,0,0,0,0
"Gm33969",0,0,0,0,0,0
"Naa11",0,0,0,0,0,0
"4930467D21Rik",0,0,0,0,0,0
"Gk2",0,0,0,0,0,0
"Antxr2",0,0.244534368362337,0,0,0,-0.18472583444421
"Prdm8",0,0,0,0,0,0
"A730035I17Rik",0,0,0,0,0,0
"Fgf5",0,0,0,0,0,0
"1700007G11Rik",0,0,0,0,0,0
"Gm11111",0,0,0,0,0,0
"1700010H22Rik",0,0,0,0,0,0
"Bmp3",0,0,0,0,0,0
"Prkg2",0,0,0,0,0,0
"Gm43251",0,0,0,0,0,0
"Rasgef1b",0,0,0,0,0,0
"Gm35394",0,0,0,0,0,0
"Gm35172",0,0,0,0,0,0
"4930405H06Rik",0,0,0,0,0,0
"Gm16226",0,0,0,0,0,0
"4930522N08Rik",0,0,0,0,0,0
"Gm38413",0,-0.353034117002317,0,0,0,0
"Gm35911",0,0,0,0,0,0
"Hnrnpd",0,0,0,0,-8.32191137000161e-05,0
"Gm17092",0,0.017174848794817,0,0,0,0
"4930524J08Rik",0,0,0,0,0,0
"Hnrnpdl",0,0,-0.00453673652865331,0,-0.119014404370844,0
"Enoph1",0,0,0,0,0,0
"Tmem150c",0.306712793706096,0,0,0,0,0
"Tmem150cos",0,0,0,0,0,0
"Gm9932",0,0,0,0,0,0
"2310034O05Rik",0,0,0,0,0,0
"Sec31a",0,0.0198445556392259,0,0,0,0
"5430416N02Rik",0,-0.0379469240894183,0,0,0,0
"Lin54",0,0,0,0,0,0
"Cops4",0,0,0,0,0,0
"Plac8",0,0,0,0,0,0
"Coq2",0.00698694202590847,0,0,0,0,0
"Gm15777",0,0,0,0,0,0
"Hpse",0,0,0,0,0,0
"Helq",0,0,0,0,0,-0.589630518618547
"Mrps18c",0,0,0,0,0,0
"Abraxas1",0.0300332533198152,0,0,0,0,0
"4930458D05Rik",0,0,0,0,0,0.129126298680006
"Gpat3",0,0,-0.241975590780868,0,0,0
"Gm36793",0,0,0,0,0,0
"Gm20484",0,0,0,0,0,0
"Nkx6-1",0,0,0,0,0,0
"Gm42133",0,0,0,0,0,0
"9430085M18Rik",0,0,0,0,0,0
"Cds1",0,0,-0.145751928633715,0,0,0
"Wdfy3",0,-0.0199922175125237,0,0,0,0
"Gm20548",0,0,0,0,0,0
"Gm29707",0.307044290179475,0,0,0,0,0
"1700013M08Rik",0,0,0,0,0,0
"Arhgap24",0.0263602014580917,0,0,0,0,0
"Mapk10",0,0,0.0116032293183142,0,0,0
"4930429D17Rik",0,0,0,0,0,0
"1700021F02Rik",0,0,0,0,0,0
"5430427N15Rik",0,0,0,0,-0.0430124338999076,0
"Ptpn13",0,0,0,0,0,0.00839881022356776
"Gm42620",0,0,0,0,0,0
"Slc10a6",0,0,0,0,0,0
"1700016H13Rik",0,0,0,0,0,0
"Aff1",0,0,0,0,0,0
"Klhl8",0,0,0,0,0,0
"Hsd17b13",0,0,0,0,0,0
"Hsd17b11",0,0,-0.0263885786327622,0,0,0
"Nudt9",0,0,0,0,0,0
"Gm17660",0,0,0,0,0,0
"Sparcl1",0,0,0,0,0,0
"Gm26703",0,0,0,0,0,0
"Dspp",0,0,0,0,0,0
"Dmp1",0,0,0,0,0,0
"Gm31048",0,0,0,0,0,0
"Ibsp",0,0,0,0,0,0
"Mepe",0,0,0,0,0,0
"Spp1",0,0,0,0,-0.133293175181785,0
"Pkd2",0,0.00315490219951824,0,0,0,0
"BC005561",0,0,0,0,0,0
"D930016D06Rik",0,0,0,0,0,0
"Zfp951",0,0,0,0.0293396881255331,0.306943699828935,0.036579005421493
"Abcg3",0,0,0,0,0,0
"Gbp8",0,0,0,0,0,0
"Gbp9",0,0,0.108329980506834,0,0,0
"Gbp4",0,-0.117571828145798,0,0,0,0
"Gm43302",0,0,0,0,0,0
"Gbp10",0,0,0,0,0,0
"Gbp6",0,0,3.95115288678302,0.116948046943974,0,0
"Gm26519",0,0,0,0,0,0
"Gm32051",0,0,0,0,0,0
"Lrrc8b",-0.00447644141565474,0,0,0,0,0
"Lrrc8c",0,0,0,0,0,0
"Lrrc8d",0,0,0,0,0,0
"Lrrc8dos",0,0,0,0,0,0
"Zfp326",0,-0.0976648853519362,0,0,0,0
"Gm32736",0,0,0,0,0,0
"Gm32921",0,0,0,0,0,0
"4930458A03Rik",0,0,0,0,0,0
"4930432H08Rik",0,0,0,0,0,0
"Gm42916",0,0,0,0,0,0
"Barhl2",0,0,0,0,0,0
"Gm26872",0,0,0,0,0,0
"Gm28050",0,0,0,0,0,0
"Gm29464",0,0,0,0,0,0
"Gm17304",0,0,0,0,0,0
"Zfp644",0,0,0,0,0,0
"Hfm1",0,0,0,0,0,0
"Cdc7",0.000121654560463885,0,0,0,0,0
"Gm33474",0,0,0,0,0,0
"Tgfbr3",0,-0.0201533003872327,0,0.0517672966392231,0,0
"Brdt",0,0,0,0,0,0
"Gm42902",0,0,0,0,0,0
"Ephx4",0,0,0,0,0,0
"Gm17202",0,0,0,0,0,0
"Lpcat2b",0,0,0,0,0,0
"A830010M20Rik",0,0,0,0,0,0
"Gm42669",0,0,0,0,0,0
"1700028K03Rik",0,0,0,-0.0150552405740696,0,0
"Glmn",0,0,0,0,0,0
"Rpap2",0,0,0,0,0,0
"A930041C12Rik",0,0.0143224559405052,0,0,0,0
"Gm26692",0,0,0,0,0,0
"4930428O21Rik",0,0,0,0,0,0
"Gfi1",0,0,0,0,0,0
"Evi5",0,-0.00344943722642132,0,0,0,0
"Ube2d2b",0,0,0,0,0,0
"Rpl5",0,0,0,0,0,0
"Fam69a",0,0,0.0526317833648179,0,0,0
"Mtf2",0,0,0,0,0,0
"Tmed5",0,0,0,0,0,0
"Ccdc18",0,0,0,0,0,0
"Dr1",0,0,0.0982838823027461,0,0,0
"Pigg",0,0,0,0,0.177650467652511,0
"9330198I05Rik",0,0,0,0,0,0
"Gm42518",0,0,0,0,0,0
"Gm42517",0,0,0,0,0,0.969395017120216
"Gm10419",0,0,-0.0214717279950954,0,0,0
"Pde6b",0,0,0,0,0,0
"Atp5k",0,0,0,0,-0.0534992379487928,0
"Mfsd7a",0,0,0,0,0,0
"Pcgf3",0,0,0,0,0,0
"Cplx1",0,0,0,0,0,0
"Gak",0,0,0,0,0,0
"Tmem175",0,0,0,0,0,0
"Dgkq",0,0,0,0,0,0
"Idua",0.0473612383220305,0,0,0,0,0
"Slc26a1",0,0,0,0,0,0
"Fgfrl1",0,0,0,0,0,0
"Rnf212",0,0,0,0,0,0
"1700047L14Rik",0,0,0,0,0,0
"Tmed11",0,0,0,0,0,0
"Vmn2r8",0,0,0,0,0,0
"Vmn2r9",0,0,0,0,0,0
"Gm20629",0,0,0,0,0,0
"Vmn2r10",0,0,0,0,0,0
"Vmn2r11",0,0,0,0,0,0
"Vmn2r12",0,0,0,0,0,0
"Vmn2r13",0,0,0,0,0,0
"Vmn2r14",0,0,0,0,0,0
"Vmn2r15",0,0,0,0,0,0
"Vmn2r16",0,0,0,0,0,0
"Vmn2r17",0,0,0,0,0,0
"Crlf2",0.00973186734056149,2.42538916082747,0,0.0235752436849052,0,0
"5430403G16Rik",0,0,0,0,0,0
"4930522L14Rik",0,0,0.0189678989644238,0,0,0
"A430073D23Rik",0,0,0,0,0,0
"Gm26779",0,0,0,0,0,0
"Gm26808",0,0,0,0,0,0
"Gm15446",0,0,0,0.0131394819375456,0.00190118599559256,0
"1010001B22Rik",0,0,0,-0.0304446749691828,0,0
"Zfp932",0,0,0,0,0,0
"Gm17655",0,0,0,0,0,0
"Gm35315",0,0,0,0,0,0
"Plcxd1",0,0,0,0,0,0
"Gtpbp6",0,0,0,0,0,0
"Zfp605",0,0,0,0,0,0
"Chfr",0,0,0,0,0,0
"Gm43136",0,0,0,0,0,0
"Golga3",0,0,0,0,9.59475598210614e-05,0
"Gm43137",0,0,0,0,0,0
"Ankle2",0,0,0,0,0,0
"Pgam5",0,0,0,0,0,0
"Gm26718",0,0,0,0,0,0
"Gm15788",0,0,0,0,0,0
"Pxmp2",0,0,0,0.00276534430600655,0,0
"Pole",0,-0.235758425154661,0,0,0,0
"Gm15792",0,0,0,0,0,0
"P2rx2",0,0,0,0,0,0
"Lrcol1",0,0,0,0,0,0
"Fbrsl1",0,0.0196239907139712,0,0,0,0
"Gm26711",0,0,0,0,0,0
"Gm42596",0,0,0,0,0,0
"A630023P12Rik",0,0,0,0,0,0
"Galnt9",-0.0798561185277901,0,0,0,0.286555595939523,0
"Noc4l",0,0,0,0,0,0
"Ddx51",0,0,0,0,0,0.239032776798276
"Gm42595",0,0,0,0,0,0
"Ep400",-0.00609691372798442,0,0,0.0332580259906017,0,0
"Gm15559",0,0,0,0,0,0
"Pus1",0,0,0,0,0,0
"Gm26515",0,0,0,0,0,0
"Ulk1",0,0,-0.0162036813586989,0,0,0
"Hscb",0,0,0,0,0,0
"Chek2",0.0193404562527824,0,0,0,0,0
"Ttc28",0,0,0,0,0,0
"Pitpnb",0,0,0,0,0,0
"Gm43118",0,0,0,0,0,0
"Mn1",0,0,0,0,0,0.0100720989569481
"C130026L21Rik",0,0,0,0,0,0
"Gm42489",0,0,0,0,0,0
"Gm26897",0,0,0,0,0,0
"E130006D01Rik",0,0,0,0,0,0
"Gm16019",0,0,0,0,0,0
"Gm36535",0,0,0,0,0,0
"Gm42488",0,0,0,0,0,0
"1700016B01Rik",0,0,0,0,0,0
"1700028D13Rik",0,0,0,0,0,0
"Miat",0,0,0,0,0,0
"Gm26953",0,0,0,0,0,0
"Cryba4",0,0,0,0,0,0
"Crybb1",0,0,0,0,0,0
"Tpst2",0,-0.0041916514953867,0,0,0,0
"Tfip11",0,-0.0174449581803789,0,0,0,0
"Srrd",0,0,0,0,0,0
"Hps4",0,0,0,0,-0.00343244200634083,0
"Gm6583",0.0920527496462789,0,0,0,0,0
"Gm20636",0,0,0,0,0,0
"Asphd2",0,0,0.0532094762086729,0,0,0
"Sez6l",0,0,0,0,0,0
"Gm6588",0,0,0,0,0,0
"Gm27004",0,0,0,0,0,0
"1700034G24Rik",0,0,0,0,0,0
"Gm42864",0,0,0,0,0,0
"Gm42865",0,0,0,0,0,0
"Myo18b",0,-0.0268211210186869,0,0,0,0
"1700095B10Rik",0,0,0,0,0,0
"Grk3",0,0.0117146241835871,0,0,0,0
"Crybb2",0,0,0,0,0,0
"Crybb3",0,0,-0.0485910171019471,0,0,0
"2900026A02Rik",0,0,0,0,0,0
"Gm42161",0,0,0,0,0,0
"Tmem211",0,0,0,0,0,0
"Sgsm1",0,0,0,0,0,0
"Aym1",0,0,0,0,0,0
"Wscd2",0,0,0,0,0,0.00776523686272887
"Cmklr1",0,0.0713088169005119,0,0,0,0
"Gm15736",0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0
"Ficd",0,0,0,0,-0.188735080141488,0
"Sart3",0,0,0,0,0,0
"Iscu",0,0,0,0,0,0
"Tmem119",0,0,0,0,-0.143692301987726,0
"Selplg",0,0,0,0,0,0
"Coro1c",0,0,0,0,0,-0.00898700342750958
"Gm17122",0,0,0,0,0,0
"Gm42797",0,0,0,0,0,0
"Ssh1",0,0,0,0,0,0
"Dao",0,0,0,0,0,0
"Svop",0,0,0.169393875649618,0,0,0
"Usp30",0,0.00126605679588511,0,0,0,0
"Alkbh2",0,0.0159837705206027,0,0,0,0
"Ung",-1.15776590030462,0,0,0,0,0
"Acacb",0,0,0,0,0,0
"Foxn4",0,0,0,0,0,0
"Myo1h",0,0,0,0,0,0
"Kctd10",0,0,0,0,0,0
"Ube3b",0,0,0,0,0,0
"Mmab",0,0,0,0,0,0
"Mvk",0,0,0,0,0,0
"Gm13790",0,0,0,0,0,0
"Fam222a",0,0,0,0,0,0
"Trpv4",0,0,0,0,0,0
"Gltp",0,0,0,0,0,0
"Tchp",0,-0.00354738207379169,0,0,0,0
"Gm42789",0,0,0,0,0,0
"Git2",0,0,0,0,0,0
"4930515G01Rik",0,0,0,0,0,0
"Ankrd13a",0,0,0,0,0,0
"1500011B03Rik",0,0,0,0,0,0
"Gm20499",0,0,0,0,0,0
"2610524H06Rik",0,0,0,0,0,0
"4930519G04Rik",0,0,0,0,0,0
"Gm9936",0,0,0,0,0,0
"Oasl2",0,0,0,0.00205233881618553,0.0609668504354079,0.060500595460899
"Gm13822",0,0,0,0,0,0
"Oasl1",0,0,0,0,0,0
"2210016L21Rik",0,0,0,0,-0.00347772112603017,0
"Hnf1a",0,0,0,0,0,0
"Hnf1aos1",0,0,0,0,0,0
"Hnf1aos2",0,0,0,0,0,0
"Sppl3",0,0,0.231137109296668,0,0,0
"Gm10401",-0.215909067276767,0,0,0,0,0
"Acads",0,0,0,0,0,0
"Unc119b",-0.213270205463789,0,0,0,0,0.0094064915018301
"Mlec",-0.000156492584392845,0,0,0,0,0
"Cabp1",0,0.0963275488582495,0,0,0,0
"Pop5",0,0,0,0,0,0
"Rnf10",0,0,0,0,0.0635283941193125,0
"Coq5",0,0,0,0,0,0
"Dynll1",0,0,0,0,0.130776419984268,0
"Gm13830",0,0,0,0,0,0
"Srsf9",0,0,0,0,0,0
"Gatc",0,0,0,0,0,0
"Triap1",0,0,0,0,0,0
"Cox6a1",-7.15622910332355e-05,0,0,0,0,-0.0126902684568204
"Gm42903",0,0,0,0,0,0
"4930401G09Rik",0,0,0,0,0,0
"Gm13832",0,0,0,0,0,0
"Msi1",0,0,0,0,0,0
"4930430O22Rik",0,0,0,0,0,0
"Pla2g1b",0,0,0,0,0,0
"Sirt4",0,0,0,0,0,0
"Pxn",0,0,0,0,0,0
"Rplp0",0,0,0,0,0,0
"Gcn1l1",0,-0.0219771976436952,0,0,0,-0.0344513855791327
"1110006O24Rik",0,0,0,-0.00209641728966438,0,0
"Rab35",0,0,0,0,0,0
"Bicdl1",0.00405944514141997,0,0,0,0,0
"Cit",0,0,0,0,0,0
"Gm14508",0,-0.0326378239278937,0,0,0,0
"Prkab1",0,0,0,0,0,0
"Gm13842",0,0,0,0,0,0
"Tmem233",0,0,0,0,0,0
"C330018A13Rik",0,0,0,0,0,0
"Ccdc60",0,0,0,0,0,0
"Gm14507",0,0,0,0,0,0
"Gm13837",0,0,0,0,0,0
"Gm13839",0,0,0,0,0,0
"Gm13838",0,0,0,0,0,0
"B230112J18Rik",0,0,0.0890986954865172,0,0,0
"4930562A09Rik",0,0,0,0,0,0
"Hspb8",0,0,0,0,0,0
"Srrm4os",0,0,0,0,0,0
"Srrm4",0,0,0,0,0,0
"Gm43122",0,0,0,0,0,0
"Gm29926",0,0,0,0,0,0
"Suds3",0,0,0,0,0,0
"9530046B11Rik",0,0,0,0,0,0
"Taok3",0,0,0,0,0,0
"Pebp1",0,0,0,0,0,-0.514999878514799
"BC051077",0,0,0,0,0,0
"Gm10399",0,0,0,0,0,0
"Vsig10",0,0,0,-0.133310543852157,0,0
"Wsb2",0,0,0,0,0,0
"Rfc5",0,0,0,0,0,0
"Gm15728",0,0,0,0,0,0
"Ksr2",0,-0.0561620251808807,-0.00379370743020574,0,-0.0181237858290226,0.098349884407448
"Nos1",0,0,0,0,0,0
"Gm26995",0,0,0,0,0,0
"Fbxo21",0,0,0,0,0,0
"Tesc",0,0,0,0,0,0
"Fbxw8",0,0,0,0,0,0
"Gm9754",0,0,0,0,0,0
"Hrk",0,0,0,0,0,0
"Rnft2",0,0,0,0,0,0
"2410131K14Rik",0,0,0,0,0,0
"Gm28563",0,0,0,0,0,0
"Med13l",0,0,0,0,0,0
"Gm43782",0,0,0,0,0,0
"Gm43342",0,0,0,0,0,0
"4930413E15Rik",0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0
"Gm7538",0,0,0,0,0,0
"Gm31314",0,0,0,0,0,0
"Tbx3os1",0,0,0,0.0973891007210431,0,0
"Gm16063",0,0,0,0,0,0
"Gm16064",0,0,0,0,0,0
"Tbx3",0,0,0,0,0.244707279260443,0
"Tbx3os2",0,0,0,0,0,0
"1700021F13Rik",0,0,0,0,0,0
"Gm43050",0,0,0,0,0,0
"Tbx5",0,0,0,0,0,0
"Gm43269",0,0,0,0,0,0
"Gm38554",0,0,0,0,0,0
"Rbm19",0,0,0,0,0,0
"Gm10390",0,0,0,0,0,0
"Gm42654",0,0,0,0,0,0
"Gm27199",0,0,0,0,0,0
"Lhx5",0,0,0,0,0,0
"Sdsl",0,0,0,0,0,0
"Sds",0,0,0,0,0,0
"Gm15690",0,0,0,0,0,0
"Plbd2",0,0,0,0,0,0
"Slc8b1",0,0,0.120907694521972,0,0,0
"Tpcn1",0,0,0,0,0,0
"Iqcd",-0.00610007626639424,0,0,0,0,0
"Rita1",0,0,0,0,0,0
"Ddx54",0,0,0,0,0,0
"Gm43579",0,0,0,0,0,0
"Cfap73",0,0,0,0,0,0
"Gm15749",0,0,0,0,0,0
"Rasal1",0,0,0,0,0,0
"Dtx1",0,0,0.0120470379351963,0,0,0
"Oas2",0,0,0.700501764211397,0,0,0
"Oas3",0,0,0,0,0,0
"Gm43069",0,0,0,0,0,0
"Oas1e",0,0,0,0,0,0
"Oas1c",-0.827616632283565,0.0711215059918751,-0.157740457184708,0,0,0
"Oas1f",0,0,0,0,0,0
"Oas1h",0,0,0,0,0,0
"Oas1g",0,0,0,0,0,0
"Oas1a",0,0,0,0,0,0
"Oas1d",0,0,0,0,0,0
"Rph3a",0.00715857016895354,0,0,0,0,0
"Ptpn11",0,0,0,0,0,0
"Rpl6",0,0.00417397420484939,0,-0.00863651235431339,0,0.0213576038664684
"Hectd4",-0.133715221807424,0,0,0,0,0
"Trafd1",0.00875642346032154,0,0,0,0,0.0280026974880517
"Gm42917",0,0,0,0,0,0
"Gm42918",0,0.0181047719777175,0,0,0,0
"Naa25",0,0,0,0,0,0
"Erp29",0,0,0,0,0,-0.0662758037053067
"Tmem116",0,0,0,0,0,0
"Adam1b",0,0,0,0,0,0
"Adam1a",-0.0476092570268613,0,0,0,0,0
"Gm42878",0,0,0,0,0,0
"Mapkapk5",0,0,0,0,0,0
"Aldh2",0.476137775761513,0.0205968492310529,0,0,0,0.418953886965855
"Acad12",0,0,0,0,0,0
"Acad10",0,0,0,0,0,0
"Brap",0,0,0,0,0,0
"Atxn2",0,-0.0192010172891553,0,0,0,-0.0521651224034316
"Gm16552",0,0,0,0,0,0
"Sh2b3",0.117448506868225,-0.00158449121957978,0,0,0,0
"1700008B11Rik",0.0810354772859667,0,0,0,0,0
"Fam109a",0,0,0,0.0244624959685198,0,0
"Cux2",0,0,0,0,0,0
"Gm3970",0,0,0,0,0,0
"Gm15637",0,0,0,0,0,0
"Myl2",0,0,0,0,0,0
"Ccdc63",0.142642572616003,-0.125470219467918,0,0,0,0
"Ppp1cc",0,0.0351137004390204,0,0,0,0
"Hvcn1",0,0,0,0,0,0
"Tctn1",0,0,0,0,0,0
"Pptc7",0,0,0,0,0,0
"Rad9b",0,0,0,0,0,0
"Vps29",0,0,0,0,0,0
"Fam216a",0,0,0,0,-0.0169103994366093,0
"Gpn3",0,0,0,0,0,0
"Arpc3",0,0,0,0,0,0
"Anapc7",0,0.0205849518482534,0,0,0,0
"Atp2a2",0,0,0,0,0,0
"Ift81",0,0,0,0,0,0
"Gm43301",0,0,0,0,0,0
"P2rx7",0,0,0,0,0,-0.753979751010905
"P2rx4",0,0,0,0,0,0
"Camkk2",0,0,0,0,0,0
"Anapc5",0,0,0,0,0,0
"Rnf34",0,0,0,0,0,0
"Kdm2b",0,0,0,0,0,-1.2729678380408
"A930024E05Rik",0,0,-0.182513980365485,0,0,0
"Gm2479",0,0,0,0,0,0
"Orai1",0,0,0,0,0,0
"Morn3",0,0,0,0,0,0
"Gm26745",0,0,0,0,0,0.0011397866684204
"Tmem120b",0,0,0,0,0,0.617999353070608
"Rhof",0,0,0,0,0,0
"AI480526",0,0,0,0.0338224557574304,0,0
"Gm38102",0,0,0,0,0,0
"4932422M17Rik",-0.0265175256864135,0,0,0,-0.127341037344943,0
"Setd1b",0,0,0,0,0,0
"Psmd9",0,0,0,0,0,0
"Hpd",0,0,0,0,0,0
"Gm43409",0,0,0,0,0,0
"Wdr66",0,0,0,-0.21801629398262,0,0
